IP,total_requests,requests_per_minute,unique_url_count,avg_url_length,avg_response_bytes,total_response_bytes,status_4xx_ratio,status_5xx_ratio,error_ratio_4xx_5xx,suspicious_uri_count,suspicious_uri_ratio,avg_request_interval_sec,min_request_interval_sec,method_ratio_GET,method_ratio_HEAD,method_ratio_OTHER,method_ratio_POST
5.160.221.38,6,0.024444897127724588,6,12.0,3953.5,23721,0.0,0.0,0.0,0,0.0,510.8,0.0,1.0,0.0,0.0,0.0
5.134.140.30,6,0.024444897127724588,6,12.0,189.0,1134,1.0,0.0,1.0,0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
5.134.138.113,6,0.024444897127724588,2,169.5,189.0,1134,1.0,0.0,1.0,0,0.0,8.8,0.0,1.0,0.0,0.0,0.0
5.115.252.83,6,0.024444897127724588,6,12.0,4717.666666666667,28306,0.0,0.0,0.0,0,0.0,36.4,0.0,1.0,0.0,0.0,0.0
37.153.187.36,6,0.024444897127724588,6,12.0,4255.833333333333,25535,0.0,0.0,0.0,0,0.0,60.6,2.0,1.0,0.0,0.0,0.0
54.36.148.96,6,0.024444897127724588,6,113.16666666666667,28666.666666666668,172000,0.0,0.0,0.0,0,0.0,1561.6,700.0,1.0,0.0,0.0,0.0
54.36.149.62,6,0.024444897127724588,6,62.666666666666664,32612.833333333332,195677,0.0,0.0,0.0,0,0.0,2263.0,16.0,1.0,0.0,0.0,0.0
5.123.75.130,6,0.024444897127724588,6,11.666666666666666,4991.333333333333,29948,0.0,0.0,0.0,0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
5.123.209.223,6,0.024444897127724588,6,11.833333333333334,4579.833333333333,27479,0.0,0.0,0.0,0,0.0,135.8,12.0,1.0,0.0,0.0,0.0
83.121.211.101,6,0.024444897127724588,3,38.166666666666664,49855.833333333336,299135,0.0,0.0,0.0,0,0.0,3.8,1.0,1.0,0.0,0.0,0.0
2.186.148.193,6,0.024444897127724588,6,31.666666666666668,4632.833333333333,27797,0.0,0.0,0.0,0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
5.210.216.70,6,0.024444897127724588,6,12.0,5033.5,30201,0.0,0.0,0.0,0,0.0,22.0,0.0,1.0,0.0,0.0,0.0
188.158.38.30,6,0.024444897127724588,6,12.0,4255.833333333333,25535,0.0,0.0,0.0,0,0.0,96.8,2.0,1.0,0.0,0.0,0.0
54.36.148.81,6,0.024444897127724588,6,103.66666666666667,16373.0,98238,0.0,0.0,0.0,0,0.0,2339.0,1356.0,1.0,0.0,0.0,0.0
54.36.148.76,6,0.024444897127724588,6,73.33333333333333,26723.166666666668,160339,0.0,0.0,0.0,0,0.0,2006.8,90.0,1.0,0.0,0.0,0.0
37.32.127.129,6,0.024444897127724588,6,12.0,33443.833333333336,200663,0.0,0.0,0.0,0,0.0,19.0,0.0,1.0,0.0,0.0,0.0
54.36.148.183,6,0.024444897127724588,6,76.0,23234.166666666668,139405,0.16666666666666666,0.0,0.16666666666666666,0,0.0,2473.6,661.0,1.0,0.0,0.0,0.0
54.36.148.228,6,0.024444897127724588,6,52.5,28337.666666666668,170026,0.0,0.0,0.0,0,0.0,2436.6,750.0,1.0,0.0,0.0,0.0
54.36.148.227,6,0.024444897127724588,6,35.333333333333336,32091.166666666668,192547,0.0,0.0,0.0,0,0.0,2094.6,197.0,1.0,0.0,0.0,0.0
54.36.148.224,6,0.024444897127724588,6,65.33333333333333,28166.0,168996,0.0,0.0,0.0,0,0.0,2626.4,35.0,1.0,0.0,0.0,0.0
54.36.148.223,6,0.024444897127724588,6,95.0,25232.166666666668,151393,0.0,0.0,0.0,0,0.0,1625.8,565.0,1.0,0.0,0.0,0.0
78.39.247.21,6,0.024444897127724588,6,12.0,3995.0,23970,0.0,0.0,0.0,0,0.0,102.0,0.0,1.0,0.0,0.0,0.0
77.81.47.93,6,0.024444897127724588,6,12.0,4255.833333333333,25535,0.0,0.0,0.0,0,0.0,89.2,3.0,1.0,0.0,0.0,0.0
172.104.154.208,6,0.024444897127724588,6,207.0,294088.1666666667,1764529,0.5,0.0,0.5,0,0.0,1069.8,2.0,1.0,0.0,0.0,0.0
66.249.93.32,6,0.024444897127724588,6,105.5,15964.333333333334,95786,0.0,0.0,0.0,0,0.0,1785.4,1.0,1.0,0.0,0.0,0.0
54.36.148.240,6,0.024444897127724588,6,46.333333333333336,21993.5,131961,0.16666666666666666,0.0,0.16666666666666666,0,0.0,1384.2,109.0,1.0,0.0,0.0,0.0
5.112.120.89,6,0.024444897127724588,6,12.0,4507.333333333333,27044,0.0,0.0,0.0,0,0.0,27.4,4.0,1.0,0.0,0.0,0.0
5.112.117.140,6,0.024444897127724588,6,12.0,3930.0,23580,0.0,0.0,0.0,0,0.0,64.2,0.0,1.0,0.0,0.0,0.0
54.36.149.71,6,0.024444897127724588,6,89.83333333333333,31451.5,188709,0.0,0.0,0.0,0,0.0,2140.8,477.0,1.0,0.0,0.0,0.0
5.124.49.85,6,0.024444897127724588,6,11.5,2432.0,14592,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.12.3,6,0.024444897127724588,6,12.0,4313.5,25881,0.0,0.0,0.0,0,0.0,80.2,6.0,1.0,0.0,0.0,0.0
54.36.148.62,6,0.024444897127724588,6,83.16666666666667,28688.333333333332,172130,0.16666666666666666,0.0,0.16666666666666666,0,0.0,1590.4,810.0,1.0,0.0,0.0,0.0
54.36.148.54,6,0.024444897127724588,6,83.5,16594.5,99567,0.0,0.0,0.0,0,0.0,1994.6,121.0,1.0,0.0,0.0,0.0
54.36.148.48,6,0.024444897127724588,6,115.16666666666667,20669.166666666668,124015,0.0,0.0,0.0,0,0.0,2434.0,972.0,1.0,0.0,0.0,0.0
37.156.133.252,6,0.024444897127724588,6,11.5,2432.0,14592,0.0,0.0,0.0,0,0.0,19.0,0.0,1.0,0.0,0.0,0.0
5.208.55.253,6,0.024444897127724588,6,12.0,4025.5,24153,0.0,0.0,0.0,0,0.0,338.8,0.0,1.0,0.0,0.0,0.0
5.208.250.39,6,0.024444897127724588,6,12.0,4255.833333333333,25535,0.0,0.0,0.0,0,0.0,25.8,1.0,1.0,0.0,0.0,0.0
5.208.197.146,6,0.024444897127724588,6,12.0,3674.8333333333335,22049,0.0,0.0,0.0,0,0.0,136.4,0.0,1.0,0.0,0.0,0.0
5.202.52.66,6,0.024444897127724588,6,12.0,4255.833333333333,25535,0.0,0.0,0.0,0,0.0,21.0,0.0,1.0,0.0,0.0,0.0
54.36.148.35,6,0.024444897127724588,6,44.5,28708.0,172248,0.0,0.0,0.0,0,0.0,1589.2,201.0,1.0,0.0,0.0,0.0
54.36.148.32,6,0.024444897127724588,6,95.33333333333333,22240.166666666668,133441,0.0,0.0,0.0,0,0.0,2262.0,1089.0,1.0,0.0,0.0,0.0
54.36.149.74,6,0.024444897127724588,6,77.5,31921.833333333332,191531,0.0,0.0,0.0,0,0.0,1084.8,59.0,1.0,0.0,0.0,0.0
54.36.149.73,6,0.024444897127724588,6,75.16666666666667,26737.0,160422,0.0,0.0,0.0,0,0.0,2640.2,14.0,1.0,0.0,0.0,0.0
195.154.123.62,6,0.024444897127724588,6,33.166666666666664,57841.0,347046,0.0,0.0,0.0,0,0.0,0.6,0.0,1.0,0.0,0.0,0.0
5.218.224.134,6,0.024444897127724588,6,12.0,5479.333333333333,32876,0.0,0.0,0.0,0,0.0,73.6,1.0,1.0,0.0,0.0,0.0
5.217.130.114,6,0.024444897127724588,6,11.5,2432.0,14592,0.0,0.0,0.0,0,0.0,8.4,0.0,1.0,0.0,0.0,0.0
5.114.180.108,6,0.024444897127724588,6,12.0,4057.5,24345,0.0,0.0,0.0,0,0.0,79.8,2.0,1.0,0.0,0.0,0.0
83.122.254.94,6,0.024444897127724588,6,12.0,3598.1666666666665,21589,0.0,0.0,0.0,0,0.0,53.8,3.0,1.0,0.0,0.0,0.0
95.64.66.109,6,0.024444897127724588,5,48.666666666666664,8956.0,53736,0.16666666666666666,0.0,0.16666666666666666,0,0.0,48.8,0.0,1.0,0.0,0.0,0.0
89.198.100.185,6,0.024444897127724588,6,12.0,4383.0,26298,0.0,0.0,0.0,0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
151.233.34.17,6,0.024444897127724588,6,11.5,2432.0,14592,0.0,0.0,0.0,0,0.0,0.2,0.0,1.0,0.0,0.0,0.0
5.120.152.49,6,0.024444897127724588,6,11.833333333333334,19864.5,119187,0.0,0.0,0.0,0,0.0,69.2,0.0,1.0,0.0,0.0,0.0
5.120.13.229,6,0.024444897127724588,6,29.166666666666668,9333.5,56001,0.0,0.0,0.0,0,0.0,9.8,0.0,1.0,0.0,0.0,0.0
5.117.131.78,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,85.0,2.0,1.0,0.0,0.0,0.0
5.120.13.49,5,0.020370747606437156,5,12.0,4983.4,24917,0.0,0.0,0.0,0,0.0,172.5,32.0,1.0,0.0,0.0,0.0
5.120.238.31,5,0.020370747606437156,5,12.0,6621.6,33108,0.0,0.0,0.0,0,0.0,40.5,0.0,1.0,0.0,0.0,0.0
86.55.71.234,5,0.020370747606437156,5,12.0,3751.0,18755,0.0,0.0,0.0,0,0.0,64.0,0.0,1.0,0.0,0.0,0.0
86.55.75.98,5,0.020370747606437156,5,12.0,3827.8,19139,0.0,0.0,0.0,0,0.0,18.0,11.0,1.0,0.0,0.0,0.0
195.154.122.101,5,0.020370747606437156,5,37.4,69353.6,346768,0.0,0.0,0.0,0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
195.154.122.117,5,0.020370747606437156,5,35.0,69344.6,346723,0.0,0.0,0.0,0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
195.154.122.158,5,0.020370747606437156,5,37.4,69353.6,346768,0.0,0.0,0.0,0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
195.154.122.226,5,0.020370747606437156,5,37.4,69353.6,346768,0.0,0.0,0.0,0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
5.114.106.39,5,0.020370747606437156,5,12.0,3751.0,18755,0.0,0.0,0.0,0,0.0,35.5,0.0,1.0,0.0,0.0,0.0
104.248.138.214,5,0.020370747606437156,5,12.0,5122.6,25613,0.0,0.0,0.0,0,0.0,255.25,113.0,1.0,0.0,0.0,0.0
84.241.14.114,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,7.75,0.0,1.0,0.0,0.0,0.0
5.113.60.88,5,0.020370747606437156,5,12.0,3892.8,19464,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.114.224.196,5,0.020370747606437156,5,12.0,5402.8,27014,0.0,0.0,0.0,0,0.0,82.5,0.0,1.0,0.0,0.0,0.0
5.114.244.136,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,84.5,2.0,1.0,0.0,0.0,0.0
5.217.29.69,5,0.020370747606437156,5,12.0,3751.0,18755,0.0,0.0,0.0,0,0.0,72.0,0.0,1.0,0.0,0.0,0.0
5.217.87.191,5,0.020370747606437156,5,12.0,4448.2,22241,0.0,0.0,0.0,0,0.0,69.5,2.0,1.0,0.0,0.0,0.0
195.154.123.43,5,0.020370747606437156,5,37.4,69353.6,346768,0.0,0.0,0.0,0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
5.114.162.108,5,0.020370747606437156,5,12.0,4448.2,22241,0.0,0.0,0.0,0,0.0,74.5,3.0,1.0,0.0,0.0,0.0
195.154.123.60,5,0.020370747606437156,5,37.4,69353.6,346768,0.0,0.0,0.0,0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
195.201.58.169,5,0.020370747606437156,5,109.6,39197.4,195987,0.0,0.0,0.0,0,0.0,4.5,2.0,1.0,0.0,0.0,0.0
40.77.189.90,5,0.020370747606437156,5,32.8,2009.6,10048,0.0,0.0,0.0,0,0.0,0.25,0.0,1.0,0.0,0.0,0.0
54.36.148.29,5,0.020370747606437156,5,116.4,20503.4,102517,0.0,0.0,0.0,0,0.0,2566.75,101.0,1.0,0.0,0.0,0.0
204.18.139.145,5,0.020370747606437156,5,12.0,3751.0,18755,0.0,0.0,0.0,0,0.0,210.75,0.0,1.0,0.0,0.0,0.0
5.208.214.170,5,0.020370747606437156,5,12.0,3818.8,19094,0.0,0.0,0.0,0,0.0,116.5,1.0,1.0,0.0,0.0,0.0
2.191.37.74,5,0.020370747606437156,5,12.0,4026.2,20131,0.0,0.0,0.0,0,0.0,105.0,0.0,1.0,0.0,0.0,0.0
5.208.9.6,5,0.020370747606437156,5,12.0,4539.2,22696,0.0,0.0,0.0,0,0.0,136.75,18.0,1.0,0.0,0.0,0.0
5.114.96.98,5,0.020370747606437156,5,11.4,2442.6,12213,0.0,0.0,0.0,0,0.0,15.5,1.0,1.0,0.0,0.0,0.0
5.115.107.22,5,0.020370747606437156,5,40.4,35292.8,176464,0.0,0.0,0.0,0,0.0,206.75,0.0,1.0,0.0,0.0,0.0
54.36.148.42,5,0.020370747606437156,5,131.6,16913.4,84567,0.0,0.0,0.0,0,0.0,2767.5,308.0,1.0,0.0,0.0,0.0
46.51.97.7,5,0.020370747606437156,5,12.0,3751.0,18755,0.0,0.0,0.0,0,0.0,104.0,0.0,1.0,0.0,0.0,0.0
54.36.148.56,5,0.020370747606437156,5,71.8,30883.6,154418,0.0,0.0,0.0,0,0.0,2561.75,256.0,1.0,0.0,0.0,0.0
54.36.148.242,5,0.020370747606437156,5,50.4,32771.8,163859,0.0,0.0,0.0,0,0.0,1327.0,406.0,1.0,0.0,0.0,0.0
54.36.148.244,5,0.020370747606437156,5,142.4,19320.6,96603,0.0,0.0,0.0,0,0.0,3069.5,108.0,1.0,0.0,0.0,0.0
65.49.68.181,5,0.020370747606437156,5,29.2,20390.8,101954,0.0,0.0,0.0,0,0.0,9.5,2.0,1.0,0.0,0.0,0.0
66.249.66.198,5,0.020370747606437156,5,13.6,178.0,890,0.0,0.0,0.0,0,0.0,2010.5,3.0,1.0,0.0,0.0,0.0
5.124.151.235,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,55.0,5.0,1.0,0.0,0.0,0.0
5.124.164.176,5,0.020370747606437156,5,12.0,4071.6,20358,0.0,0.0,0.0,0,0.0,79.0,0.0,1.0,0.0,0.0,0.0
54.36.149.69,5,0.020370747606437156,5,104.0,19348.2,96741,0.0,0.0,0.0,0,0.0,854.0,36.0,1.0,0.0,0.0,0.0
188.159.55.74,5,0.020370747606437156,5,12.0,5167.4,25837,0.0,0.0,0.0,0,0.0,46.5,0.0,1.0,0.0,0.0,0.0
188.208.252.104,5,0.020370747606437156,5,12.0,4120.0,20600,0.0,0.0,0.0,0,0.0,26.0,7.0,1.0,0.0,0.0,0.0
54.36.148.238,5,0.020370747606437156,5,73.8,28448.0,142240,0.0,0.0,0.0,0,0.0,1985.25,234.0,1.0,0.0,0.0,0.0
5.106.49.19,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,32.75,1.0,1.0,0.0,0.0,0.0
5.112.149.132,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,92.25,3.0,1.0,0.0,0.0,0.0
67.205.148.31,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,27.75,1.0,1.0,0.0,0.0,0.0
77.237.87.34,5,0.020370747606437156,5,15.4,7126.4,35632,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.0,0.0,0.0
164.215.218.89,5,0.020370747606437156,5,12.0,4271.0,21355,0.0,0.0,0.0,0,0.0,335.0,0.0,1.0,0.0,0.0,0.0
54.36.149.94,5,0.020370747606437156,5,84.0,12286.6,61433,0.0,0.0,0.0,0,0.0,2238.0,163.0,1.0,0.0,0.0,0.0
54.36.149.99,5,0.020370747606437156,5,90.6,26377.6,131888,0.0,0.0,0.0,0,0.0,2297.5,1366.0,1.0,0.0,0.0,0.0
64.145.79.201,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,18.75,1.0,1.0,0.0,0.0,0.0
64.233.172.230,5,0.020370747606437156,5,22.4,12860.6,64303,0.0,0.0,0.0,0,0.0,1.75,0.0,1.0,0.0,0.0,0.0
54.36.148.218,5,0.020370747606437156,5,56.6,27317.4,136587,0.0,0.0,0.0,0,0.0,2158.25,1446.0,1.0,0.0,0.0,0.0
54.36.148.220,5,0.020370747606437156,5,58.2,27033.0,135165,0.0,0.0,0.0,0,0.0,2157.0,18.0,1.0,0.0,0.0,0.0
54.36.148.226,5,0.020370747606437156,5,86.4,26133.0,130665,0.0,0.0,0.0,0,0.0,3407.0,1615.0,1.0,0.0,0.0,0.0
54.36.148.229,5,0.020370747606437156,5,71.2,12853.4,64267,0.0,0.0,0.0,0,0.0,2367.25,820.0,1.0,0.0,0.0,0.0
54.36.148.231,5,0.020370747606437156,5,85.0,34883.0,174415,0.0,0.0,0.0,0,0.0,2972.75,454.0,1.0,0.0,0.0,0.0
5.112.202.108,5,0.020370747606437156,5,12.0,3722.8,18614,0.0,0.0,0.0,0,0.0,12.0,6.0,1.0,0.0,0.0,0.0
188.226.140.24,5,0.020370747606437156,5,12.0,6212.2,31061,0.0,0.0,0.0,0,0.0,441.25,11.0,1.0,0.0,0.0,0.0
54.36.148.195,5,0.020370747606437156,5,112.0,12626.6,63133,0.0,0.0,0.0,0,0.0,2076.0,222.0,1.0,0.0,0.0,0.0
54.36.148.203,5,0.020370747606437156,5,85.6,24678.8,123394,0.0,0.0,0.0,0,0.0,2028.75,176.0,1.0,0.0,0.0,0.0
54.36.148.209,5,0.020370747606437156,5,98.4,27751.2,138756,0.0,0.0,0.0,0,0.0,1499.75,478.0,1.0,0.0,0.0,0.0
54.36.148.214,5,0.020370747606437156,5,77.4,13292.2,66461,0.0,0.0,0.0,0,0.0,2876.25,89.0,1.0,0.0,0.0,0.0
54.36.148.216,5,0.020370747606437156,5,61.0,36606.8,183034,0.0,0.0,0.0,0,0.0,2629.25,265.0,1.0,0.0,0.0,0.0
54.36.148.217,5,0.020370747606437156,5,72.8,19954.6,99773,0.0,0.0,0.0,0,0.0,3040.0,204.0,1.0,0.0,0.0,0.0
37.98.57.201,5,0.020370747606437156,1,12.0,0.0,0,0.0,0.0,0.0,0,0.0,3176.75,2711.0,1.0,0.0,0.0,0.0
54.36.148.180,5,0.020370747606437156,5,45.8,20734.2,103671,0.0,0.0,0.0,0,0.0,2039.0,843.0,1.0,0.0,0.0,0.0
54.36.148.181,5,0.020370747606437156,5,58.8,32635.0,163175,0.0,0.0,0.0,0,0.0,1310.25,350.0,1.0,0.0,0.0,0.0
54.36.148.187,5,0.020370747606437156,5,53.0,24612.6,123063,0.0,0.0,0.0,0,0.0,2672.25,1023.0,1.0,0.0,0.0,0.0
54.36.148.189,5,0.020370747606437156,5,65.2,26538.8,132694,0.0,0.0,0.0,0,0.0,2895.0,475.0,1.0,0.0,0.0,0.0
5.112.237.87,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,27.0,7.0,1.0,0.0,0.0,0.0
5.112.52.254,5,0.020370747606437156,5,11.8,3628.0,18140,0.0,0.0,0.0,0,0.0,168.5,0.0,1.0,0.0,0.0,0.0
5.112.60.138,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,66.5,1.0,1.0,0.0,0.0,0.0
2.186.65.58,5,0.020370747606437156,5,12.0,3751.0,18755,0.0,0.0,0.0,0,0.0,42.5,0.0,1.0,0.0,0.0,0.0
5.209.143.26,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,16.0,1.0,1.0,0.0,0.0,0.0
5.160.66.58,5,0.020370747606437156,5,74.2,34312.8,171564,0.0,0.0,0.0,0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
54.36.148.63,5,0.020370747606437156,5,77.4,26422.8,132114,0.0,0.0,0.0,0,0.0,2231.75,380.0,1.0,0.0,0.0,0.0
54.36.148.65,5,0.020370747606437156,5,65.8,34809.8,174049,0.0,0.0,0.0,0,0.0,3261.25,61.0,1.0,0.0,0.0,0.0
54.36.148.66,5,0.020370747606437156,5,120.8,35802.0,179010,0.0,0.0,0.0,0,0.0,2872.0,492.0,1.0,0.0,0.0,0.0
54.36.148.70,5,0.020370747606437156,5,108.2,22047.0,110235,0.0,0.0,0.0,0,0.0,2752.25,355.0,1.0,0.0,0.0,0.0
185.89.217.179,5,0.020370747606437156,5,11.4,2992.2,14961,0.0,0.0,0.0,0,0.0,42.5,0.0,1.0,0.0,0.0,0.0
185.95.153.114,5,0.020370747606437156,4,12.0,3850.2,19251,0.0,0.0,0.0,0,0.0,406.0,0.0,1.0,0.0,0.0,0.0
54.36.148.77,5,0.020370747606437156,5,105.4,34733.0,173665,0.0,0.0,0.0,0,0.0,3264.25,265.0,1.0,0.0,0.0,0.0
54.36.148.80,5,0.020370747606437156,5,66.2,26158.8,130794,0.0,0.0,0.0,0,0.0,1606.5,544.0,1.0,0.0,0.0,0.0
46.225.207.133,5,0.020370747606437156,5,12.0,4099.4,20497,0.0,0.0,0.0,0,0.0,767.25,12.0,1.0,0.0,0.0,0.0
188.159.215.176,5,0.020370747606437156,5,12.0,3773.4,18867,0.0,0.0,0.0,0,0.0,38.25,0.0,1.0,0.0,0.0,0.0
54.36.148.39,5,0.020370747606437156,5,87.6,27897.6,139488,0.0,0.0,0.0,0,0.0,3391.75,370.0,1.0,0.0,0.0,0.0
54.36.148.40,5,0.020370747606437156,5,50.6,31804.2,159021,0.0,0.0,0.0,0,0.0,2808.5,222.0,1.0,0.0,0.0,0.0
5.211.133.192,5,0.020370747606437156,5,12.0,3892.8,19464,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.211.146.68,5,0.020370747606437156,5,12.0,5037.2,25186,0.0,0.0,0.0,0,0.0,58.5,0.0,1.0,0.0,0.0,0.0
2.183.207.227,5,0.020370747606437156,5,12.0,4419.2,22096,0.0,0.0,0.0,0,0.0,28.75,2.0,1.0,0.0,0.0,0.0
2.183.236.222,5,0.020370747606437156,5,32.6,3436.4,17182,0.0,0.0,0.0,0,0.0,2.5,0.0,1.0,0.0,0.0,0.0
54.36.148.148,5,0.020370747606437156,5,76.8,32340.8,161704,0.0,0.0,0.0,0,0.0,1681.25,43.0,1.0,0.0,0.0,0.0
54.36.148.15,5,0.020370747606437156,5,58.6,33089.4,165447,0.0,0.0,0.0,0,0.0,2550.75,1171.0,1.0,0.0,0.0,0.0
79.175.141.18,5,0.020370747606437156,3,8.6,12913.6,64568,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.0,0.0,0.0
80.250.206.186,5,0.020370747606437156,5,14.0,3124.8,15624,0.0,0.0,0.0,0,0.0,10.75,0.0,1.0,0.0,0.0,0.0
5.116.26.141,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,24.75,0.0,1.0,0.0,0.0,0.0
5.122.67.98,5,0.020370747606437156,5,12.0,3751.0,18755,0.0,0.0,0.0,0,0.0,84.5,0.0,1.0,0.0,0.0,0.0
5.123.55.180,5,0.020370747606437156,5,12.0,4448.2,22241,0.0,0.0,0.0,0,0.0,60.5,2.0,1.0,0.0,0.0,0.0
180.163.220.68,5,0.020370747606437156,5,25.0,26802.0,134010,0.0,0.0,0.0,0,0.0,3.25,0.0,1.0,0.0,0.0,0.0
54.36.149.53,5,0.020370747606437156,5,69.2,19739.6,98698,0.0,0.0,0.0,0,0.0,1920.75,313.0,1.0,0.0,0.0,0.0
54.36.149.54,5,0.020370747606437156,5,51.4,31692.4,158462,0.0,0.0,0.0,0,0.0,3086.5,450.0,1.0,0.0,0.0,0.0
54.36.149.60,5,0.020370747606437156,5,45.6,23506.0,117530,0.0,0.0,0.0,0,0.0,2366.0,943.0,1.0,0.0,0.0,0.0
54.36.149.65,5,0.020370747606437156,5,34.8,26923.6,134618,0.0,0.0,0.0,0,0.0,2225.75,480.0,1.0,0.0,0.0,0.0
54.36.148.98,5,0.020370747606437156,5,75.4,31540.4,157702,0.0,0.0,0.0,0,0.0,1797.0,592.0,1.0,0.0,0.0,0.0
5.134.179.97,5,0.020370747606437156,5,12.0,3828.6,19143,0.0,0.0,0.0,0,0.0,117.5,1.0,1.0,0.0,0.0,0.0
204.18.29.155,5,0.020370747606437156,5,12.0,3394.6,16973,0.0,0.0,0.0,0,0.0,63.5,38.0,1.0,0.0,0.0,0.0
5.160.30.40,5,0.020370747606437156,5,12.0,3844.0,19220,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66.249.83.1,5,0.020370747606437156,5,119.2,10034.4,50172,0.0,0.0,0.0,0,0.0,2644.75,120.0,1.0,0.0,0.0,0.0
66.249.83.5,5,0.020370747606437156,5,103.0,15909.8,79549,0.0,0.0,0.0,0,0.0,2643.75,436.0,1.0,0.0,0.0,0.0
54.36.148.161,5,0.020370747606437156,5,71.2,21431.8,107159,0.0,0.0,0.0,0,0.0,1530.0,242.0,1.0,0.0,0.0,0.0
54.36.148.163,5,0.020370747606437156,5,57.2,27052.2,135261,0.0,0.0,0.0,0,0.0,2872.25,531.0,1.0,0.0,0.0,0.0
54.36.148.138,5,0.020370747606437156,5,97.4,28292.6,141463,0.0,0.0,0.0,0,0.0,2629.5,155.0,1.0,0.0,0.0,0.0
54.36.148.139,5,0.020370747606437156,5,96.2,28659.0,143295,0.0,0.0,0.0,0,0.0,2173.5,1713.0,1.0,0.0,0.0,0.0
5.113.137.7,5,0.020370747606437156,5,31.2,51685.0,258425,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.0,0.0,0.0
5.113.171.243,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,190.0,2.0,1.0,0.0,0.0,0.0
54.36.148.145,5,0.020370747606437156,5,73.0,26057.4,130287,0.0,0.0,0.0,0,0.0,2108.0,400.0,1.0,0.0,0.0,0.0
37.27.97.219,5,0.020370747606437156,5,12.0,4901.0,24505,0.0,0.0,0.0,0,0.0,145.0,50.0,1.0,0.0,0.0,0.0
46.100.213.87,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,102.75,0.0,1.0,0.0,0.0,0.0
5.126.96.211,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,30.0,0.0,1.0,0.0,0.0,0.0
54.36.148.84,5,0.020370747606437156,5,58.0,25994.6,129973,0.0,0.0,0.0,0,0.0,3204.5,1204.0,1.0,0.0,0.0,0.0
185.42.225.169,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,55.25,0.0,1.0,0.0,0.0,0.0
54.36.148.87,5,0.020370747606437156,5,63.8,20283.2,101416,0.0,0.0,0.0,0,0.0,3572.5,1853.0,1.0,0.0,0.0,0.0
54.36.149.80,5,0.020370747606437156,5,105.4,21341.6,106708,0.2,0.0,0.2,0,0.0,3484.25,2023.0,1.0,0.0,0.0,0.0
176.65.189.88,5,0.020370747606437156,5,30.4,16576.4,82882,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85.133.181.194,5,0.020370747606437156,5,34.4,48293.0,241465,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.0,0.0,0.0
85.185.103.200,5,0.020370747606437156,5,12.0,3986.4,19932,0.0,0.0,0.0,0,0.0,32.25,0.0,1.0,0.0,0.0,0.0
151.235.151.236,5,0.020370747606437156,5,12.0,5657.0,28285,0.0,0.0,0.0,0,0.0,222.75,0.0,1.0,0.0,0.0,0.0
