IP,total_requests,requests_per_minute,unique_url_count,avg_url_length,avg_response_bytes,total_response_bytes,status_4xx_ratio,status_5xx_ratio,error_ratio_4xx_5xx,suspicious_uri_count,suspicious_uri_ratio,avg_request_interval_sec,min_request_interval_sec,method_ratio_GET,method_ratio_HEAD,method_ratio_OTHER,method_ratio_POST
5.116.202.186,1,0.004074149521287432,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.116.209.56,1,0.004074149521287432,1,12.0,7669.0,7669,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68.183.220.206,1,0.004074149521287432,1,12.0,2450.0,2450,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68.183.80.150,1,0.004074149521287432,1,12.0,4198.0,4198,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68.5.184.39,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69.119.228.151,1,0.004074149521287432,1,12.0,5665.0,5665,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69.13.39.34,1,0.004074149521287432,1,32.0,222747.0,222747,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69.16.147.152,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.116.221.0,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69.194.82.85,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.116.222.247,1,0.004074149521287432,1,11.0,7963.0,7963,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69.194.92.112,1,0.004074149521287432,1,23.0,10593.0,10593,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71.207.75.209,1,0.004074149521287432,1,32.0,11924.0,11924,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.116.230.239,1,0.004074149521287432,1,12.0,4377.0,4377,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.116.240.132,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167.99.62.251,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17.58.97.4,1,0.004074149521287432,1,50.0,37899.0,37899,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171.67.70.56,1,0.004074149521287432,1,1.0,29741.0,29741,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
172.58.3.246,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
172.58.35.96,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.116.242.83,1,0.004074149521287432,1,12.0,4156.0,4156,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
172.80.207.128,1,0.004074149521287432,1,12.0,4512.0,4512,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
172.80.216.247,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.143.18,1,0.004074149521287432,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
172.80.229.151,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72.52.87.83,1,0.004074149521287432,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.151.115,1,0.004074149521287432,1,12.0,4366.0,4366,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.161.64,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.171.151,1,0.004074149521287432,1,12.0,4306.0,4306,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.198.14,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77.238.112.74,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77.238.114.15,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.206.27,1,0.004074149521287432,1,12.0,7669.0,7669,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77.42.23.78,1,0.004074149521287432,1,12.0,4262.0,4262,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.211.154,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.218.196,1,0.004074149521287432,1,12.0,4156.0,4156,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77.77.110.49,1,0.004074149521287432,1,12.0,5969.0,5969,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.225.213,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.230.114,1,0.004074149521287432,1,12.0,6404.0,6404,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77.81.42.8,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78.109.28.5,1,0.004074149521287432,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.235.20,1,0.004074149521287432,1,12.0,4724.0,4724,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
162.223.91.61,1,0.004074149521287432,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.236.97,1,0.004074149521287432,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.237.237,1,0.004074149521287432,1,12.0,3788.0,3788,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.247.7,1,0.004074149521287432,1,12.0,4328.0,4328,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165.227.237.142,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167.114.241.171,1,0.004074149521287432,1,12.0,5969.0,5969,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167.114.241.241,1,0.004074149521287432,1,12.0,39464.0,39464,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.29.0,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167.99.248.32,1,0.004074149521287432,1,11.0,2529.0,2529,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167.99.252.9,1,0.004074149521287432,1,22.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.45.216,1,0.004074149521287432,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78.39.91.136,1,0.004074149521287432,1,11.0,4928.0,4928,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.124.5.143,1,0.004074149521287432,1,12.0,6380.0,6380,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.103.168,1,0.004074149521287432,1,12.0,3859.0,3859,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.103.170,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79.127.4.107,1,0.004074149521287432,1,12.0,5969.0,5969,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.193.91,1,0.004074149521287432,1,33.0,1944.0,1944,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.193.97,1,0.004074149521287432,1,33.0,1876.0,1876,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.104,1,0.004074149521287432,1,33.0,2556.0,2556,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.108,1,0.004074149521287432,1,26.0,11166.0,11166,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.118,1,0.004074149521287432,1,33.0,2025.0,2025,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.119,1,0.004074149521287432,1,26.0,11858.0,11858,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.125.37,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.161,1,0.004074149521287432,1,25.0,1422.0,1422,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.170,1,0.004074149521287432,1,33.0,3568.0,3568,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.173,1,0.004074149521287432,1,33.0,3022.0,3022,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.178,1,0.004074149521287432,1,33.0,3517.0,3517,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.216,1,0.004074149521287432,1,33.0,2256.0,2256,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.223,1,0.004074149521287432,1,33.0,5265.0,5265,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.225,1,0.004074149521287432,1,26.0,1416.0,1416,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.230,1,0.004074149521287432,1,29.0,7279.0,7279,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.194.243,1,0.004074149521287432,1,33.0,2032.0,2032,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158.58.95.21,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.127.137,1,0.004074149521287432,1,12.0,3436.0,3436,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.139.209,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158.58.99.16,1,0.004074149521287432,1,10.0,60420.0,60420,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
159.203.160.42,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
159.65.113.242,1,0.004074149521287432,1,11.0,2489.0,2489,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.173.223,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
159.89.34.15,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
159.89.96.179,1,0.004074149521287432,1,12.0,4012.0,4012,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
159.89.97.68,1,0.004074149521287432,1,12.0,5969.0,5969,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79.127.7.137,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.179.235,1,0.004074149521287432,1,12.0,3859.0,3859,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79.127.86.174,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79.127.9.165,1,0.004074149521287432,1,12.0,8820.0,8820,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79.127.91.142,1,0.004074149521287432,1,12.0,3997.0,3997,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.29.198.27,1,0.004074149521287432,1,11.0,136381.0,136381,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80.191.149.32,1,0.004074149521287432,1,12.0,10371.0,10371,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80.210.146.231,1,0.004074149521287432,1,18.0,22600.0,22600,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80.210.153.161,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80.210.186.100,1,0.004074149521287432,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.181.108.116,1,0.004074149521287432,1,15.0,268419.0,268419,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80.210.234.56,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80.210.254.33,1,0.004074149521287432,1,12.0,3997.0,3997,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80.242.1.83,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80.253.136.14,1,0.004074149521287432,1,21.0,13363.0,13363,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
80.71.119.21,1,0.004074149521287432,1,12.0,3997.0,3997,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.181.108.117,1,0.004074149521287432,1,158.0,547462.0,547462,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.181.108.123,1,0.004074149521287432,1,33.0,255466.0,255466,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158.58.127.196,1,0.004074149521287432,1,10.0,60420.0,60420,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158.58.35.58,1,0.004074149521287432,1,12.0,5395.0,5395,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158.58.40.236,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158.58.71.173,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.181.108.155,1,0.004074149521287432,1,198.0,178.0,178,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.181.108.157,1,0.004074149521287432,1,27.0,247259.0,247259,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81.91.136.100,1,0.004074149521287432,1,12.0,2450.0,2450,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82.102.13.137,1,0.004074149521287432,1,12.0,7064.0,7064,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82.99.204.98,1,0.004074149521287432,1,12.0,4328.0,4328,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82.99.230.178,1,0.004074149521287432,1,12.0,3132.0,3132,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.181.108.161,1,0.004074149521287432,1,185.0,558268.0,558268,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.112.126,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.114.4,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.181.108.169,1,0.004074149521287432,1,34.0,224720.0,224720,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.125.247,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.138.237,1,0.004074149521287432,1,11.0,8400.0,8400,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.14.72,1,0.004074149521287432,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.148.123,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.181.108.178,1,0.004074149521287432,1,158.0,178.0,178,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.181.108.180,1,0.004074149521287432,1,7.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.184.7,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.186.152,1,0.004074149521287432,1,12.0,2833.0,2833,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.181.108.186,1,0.004074149521287432,1,33.0,211022.0,211022,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220.181.108.88,1,0.004074149521287432,1,198.0,547805.0,547805,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.223.38,1,0.004074149521287432,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
221.13.12.15,1,0.004074149521287432,1,1.0,30719.0,30719,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.234.97,1,0.004074149521287432,1,32.0,16566.0,16566,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.240.242,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.62.114,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.120.66.228,1,0.004074149521287432,1,160.0,24299.0,24299,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27.72.230.111,1,0.004074149521287432,1,1.0,178.0,178,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.185.9,1,0.004074149521287432,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.188.223,1,0.004074149521287432,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.194.37,1,0.004074149521287432,1,12.0,5969.0,5969,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.198.179,1,0.004074149521287432,1,12.0,3836.0,3836,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151.243.249.2,1,0.004074149521287432,1,12.0,4088.0,4088,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151.25.29.64,1,0.004074149521287432,1,10.0,166.0,166,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
152.44.36.241,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
152.44.37.82,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.2.72,1,0.004074149521287432,1,11.0,19959.0,19959,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
152.44.40.124,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.224.141,1,0.004074149521287432,1,12.0,10371.0,10371,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.230.75,1,0.004074149521287432,1,12.0,5969.0,5969,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
154.59.47.31,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
157.230.29.104,1,0.004074149521287432,1,12.0,9890.0,9890,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.231.60,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
157.55.39.114,1,0.004074149521287432,1,12.0,2841.0,2841,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.249.191,1,0.004074149521287432,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.25.91,1,0.004074149521287432,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.27.161,1,0.004074149521287432,1,12.0,7669.0,7669,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.27.47,1,0.004074149521287432,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.143.5,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.144.53,1,0.004074149521287432,1,14.0,4120.0,4120,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.125.40.111,1,0.004074149521287432,1,12.0,5670.0,5670,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
217.219.163.77,1,0.004074149521287432,1,12.0,94646.0,94646,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.116.131.251,1,0.004074149521287432,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.172.198,1,0.004074149521287432,1,12.0,3657.0,3657,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.179.57,1,0.004074149521287432,1,12.0,5145.0,5145,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.188.56,1,0.004074149521287432,1,22.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.196.181,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.116.136.115,1,0.004074149521287432,1,12.0,6389.0,6389,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.116.151.147,1,0.004074149521287432,1,12.0,5969.0,5969,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.224.42,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.116.161.168,1,0.004074149521287432,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.32.66,1,0.004074149521287432,1,12.0,4167.0,4167,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.45.15,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.49.123,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.69.191,1,0.004074149521287432,1,12.0,3294.0,3294,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.75.195,1,0.004074149521287432,1,12.0,7669.0,7669,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.121.79.80,1,0.004074149521287432,1,12.0,3369.0,3369,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.116.175.151,1,0.004074149521287432,1,12.0,5638.0,5638,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.116.18.213,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151.241.15.215,1,0.004074149521287432,1,12.0,10371.0,10371,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
217.24.148.26,1,0.004074149521287432,1,12.0,7782.0,7782,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151.241.48.202,1,0.004074149521287432,1,12.0,5969.0,5969,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
151.242.96.92,1,0.004074149521287432,1,12.0,3975.0,3975,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
217.24.150.151,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
217.60.172.107,1,0.004074149521287432,1,22.0,0.0,0,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
217.60.197.246,1,0.004074149521287432,1,12.0,5852.0,5852,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.122.107.107,1,0.004074149521287432,1,12.0,3693.0,3693,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
217.60.228.11,1,0.004074149521287432,1,12.0,10433.0,10433,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83.122.112.61,1,0.004074149521287432,1,22.0,133.0,133,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.77.193.190,1,0.004074149521287432,1,33.0,3866.0,3866,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
